0.00000	0.96593
0.01000	0.96982
0.02000	0.98577
0.03000	0.99820
0.04000	0.99903
0.05000	0.98754
0.06000	0.96500
0.07000	0.95418
0.08000	0.95682
0.09000	0.94462
0.10000	0.89587
0.11000	0.83673
0.12000	0.84901
0.13000	0.90217
0.14000	0.91999
0.15000	0.89405
0.16000	0.86651
0.17000	0.89948
0.18000	0.95331
0.19000	0.97902
0.20000	0.98728
0.21000	0.99322
0.22000	0.99901
0.23000	0.99927
0.24000	0.99135
0.25000	0.96683
0.26000	0.92957
0.27000	0.92078
0.28000	0.93565
0.29000	0.92939
0.30000	0.88077
0.31000	0.82405
0.32000	0.84481
0.33000	0.90587
0.34000	0.93034
0.35000	0.91624
0.36000	0.90192
0.37000	0.93228
0.38000	0.97354
0.39000	0.99249
0.40000	0.99879
0.41000	0.99980
0.42000	0.99658
0.43000	0.99088
0.44000	0.97749
0.45000	0.94112
0.46000	0.89174
0.47000	0.88851
0.48000	0.91768
0.49000	0.91949
0.50000	0.87559
0.51000	0.82605
0.52000	0.85374
0.53000	0.91759
0.54000	0.94592
0.55000	0.94289
0.56000	0.94007
0.57000	0.96399
0.58000	0.98982
0.59000	0.99941
0.60000	0.99800
0.61000	0.98801
0.62000	0.97889
0.63000	0.97470
0.64000	0.96010
0.65000	0.91518
0.66000	0.85826
0.67000	0.86289
0.68000	0.90593
0.69000	0.91654
0.70000	0.88114
0.71000	0.84241
0.72000	0.87443
0.73000	0.93536
0.74000	0.96399
0.75000	0.96911
0.76000	0.97364
0.77000	0.98829
0.78000	0.99888
0.79000	0.99845
0.80000	0.98530
0.81000	0.96081
0.82000	0.95002
0.83000	0.95403
0.84000	0.94243
0.85000	0.89342
0.86000	0.83430
0.87000	0.84773
0.88000	0.90216
0.89000	0.92097
0.90000	0.89654
0.91000	0.87073
0.92000	0.90359
0.93000	0.95603
0.94000	0.98105
0.95000	0.98941
0.96000	0.99510
0.97000	0.99961
0.98000	0.99870
0.99000	0.98985
1.00000	0.96368
1.01000	0.92464
1.02000	0.91639
1.03000	0.93306
1.04000	0.92775
1.05000	0.87950
1.06000	0.82346
1.07000	0.84523
1.08000	0.90696
1.09000	0.93211
1.10000	0.91953
1.11000	0.90686
1.12000	0.93659
1.13000	0.97595
1.14000	0.99380
1.15000	0.99940
1.16000	0.99929
1.17000	0.99509
1.18000	0.98917
1.19000	0.97536
1.20000	0.93767
1.21000	0.88703
1.22000	0.88471
1.23000	0.91575
1.24000	0.91869
1.25000	0.87571
1.26000	0.82739
1.27000	0.85582
1.28000	0.91961
1.29000	0.94820
1.30000	0.94644
1.31000	0.94485
1.32000	0.96769
1.33000	0.99146
1.34000	0.99974
1.35000	0.99699
1.36000	0.98524
1.37000	0.97566
1.38000	0.97219
1.39000	0.95776
1.40000	0.91203
1.41000	0.85452
1.42000	0.86027
1.43000	0.90497
1.44000	0.91670
1.45000	0.88261
1.46000	0.84548
1.47000	0.87782
1.48000	0.93795
1.49000	0.96634
1.50000	0.97218
1.51000	0.97725
1.52000	0.99058
1.53000	0.99940
1.54000	0.99774
1.55000	0.98291
1.56000	0.95646
1.57000	0.94577
1.58000	0.95123
1.59000	0.94029
1.60000	0.89111
1.61000	0.83210
1.62000	0.84666
1.63000	0.90230
1.64000	0.92206
1.65000	0.89916
1.66000	0.87509
1.67000	0.90777
1.68000	0.95874
1.69000	0.98301
1.70000	0.99136
1.71000	0.99669
1.72000	0.99993
1.73000	0.99797
1.74000	0.98825
1.75000	0.96045
1.76000	0.91969
1.77000	0.91204
1.78000	0.93053
1.79000	0.92622
1.80000	0.87841
1.81000	0.82313
1.82000	0.84588
1.83000	0.90819
1.84000	0.93397
1.85000	0.92290
1.86000	0.91183
1.87000	0.94086
1.88000	0.97829
1.89000	0.99499
1.90000	0.99980
1.91000	0.99846
1.92000	0.99335
1.93000	0.98733
1.94000	0.97319
1.95000	0.93422
1.96000	0.88240
1.97000	0.88104
1.98000	0.91394
1.99000	0.91802
2.00000	0.87601
2.01000	0.82898
2.02000	0.85808
2.03000	0.92173
2.04000	0.95051
2.05000	0.94996
2.06000	0.94954
2.07000	0.97126
2.08000	0.99297
2.09000	0.99994
2.10000	0.99577
2.11000	0.98222
2.12000	0.97224
2.13000	0.96961
2.14000	0.95541
2.15000	0.90897
2.16000	0.85095
2.17000	0.85783
2.18000	0.90414
2.19000	0.91699
2.20000	0.88425
2.21000	0.84875
2.22000	0.88135
2.23000	0.94058
2.24000	0.96866
2.25000	0.97515
2.26000	0.98064
2.27000	0.99265
2.28000	0.99976
2.29000	0.99691
2.30000	0.98038
2.31000	0.95198
2.32000	0.94147
2.33000	0.94844
2.34000	0.93821
2.35000	0.88894
2.36000	0.83012
2.37000	0.84581
2.38000	0.90259
2.39000	0.92326
2.40000	0.90190
2.41000	0.87956
2.42000	0.91200
2.43000	0.96142
2.44000	0.98489
2.45000	0.99312
2.46000	0.99797
2.47000	0.99999
2.48000	0.99708
2.49000	0.98656
2.50000	0.95715
2.51000	0.91473
2.52000	0.90774
2.53000	0.92808
2.54000	0.92478
2.55000	0.87749
2.56000	0.82305
2.57000	0.84675
2.58000	0.90955
2.59000	0.93591
2.60000	0.92632
2.61000	0.91681
2.62000	0.94509
2.63000	0.98054
2.64000	0.99606
2.65000	0.99999
2.66000	0.99733
2.67000	0.99136
2.68000	0.98536
2.69000	0.97097
2.70000	0.93079
2.71000	0.87788
2.72000	0.87750
2.73000	0.91224
2.74000	0.91747
2.75000	0.87649
2.76000	0.83080
2.77000	0.86054
2.78000	0.92394
2.79000	0.95284
2.80000	0.95345
2.81000	0.95412
2.82000	0.97467
2.83000	0.99435
2.84000	1.00000
2.85000	0.99436
2.86000	0.97895
2.87000	0.96866
2.88000	0.96697
2.89000	0.95308
2.90000	0.90599
2.91000	0.84757
2.92000	0.85559
2.93000	0.90346
2.94000	0.91740
2.95000	0.88605
2.96000	0.85220
2.97000	0.88500
2.98000	0.94325
2.99000	0.97094
3.00000	0.97799
3.01000	0.98379
3.02000	0.99447
3.03000	0.99996
3.04000	0.99594
3.05000	0.97771
3.06000	0.94738
3.07000	0.93711
3.08000	0.94566
3.09000	0.93620
3.10000	0.88691
3.11000	0.82838
3.12000	0.84518
3.13000	0.90302
3.14000	0.92458
3.15000	0.90475
3.16000	0.88415
3.17000	0.91627
3.18000	0.96408
3.19000	0.98669
3.20000	0.99470
3.21000	0.99894
3.22000	0.99977
3.23000	0.99604
3.24000	0.98478
3.25000	0.95381
3.26000	0.90978
3.27000	0.90350
3.28000	0.92570
3.29000	0.92345
3.30000	0.87675
3.31000	0.82322
3.32000	0.84784
3.33000	0.91104
3.34000	0.93792
3.35000	0.92979
3.36000	0.92181
3.37000	0.94926
3.38000	0.98270
3.39000	0.99702
3.40000	0.99996
3.41000	0.99589
3.42000	0.98912
3.43000	0.98329
3.44000	0.96871
3.45000	0.92739
3.46000	0.87346
3.47000	0.87411
3.48000	0.91067
3.49000	0.91704
3.50000	0.87715
3.51000	0.83285
3.52000	0.86318
3.53000	0.92623
3.54000	0.95520
3.55000	0.95690
3.56000	0.95856
3.57000	0.97791
3.58000	0.99559
3.59000	0.99992
3.60000	0.99276
3.61000	0.97547
3.62000	0.96493
3.63000	0.96428
3.64000	0.95076
3.65000	0.90311
3.66000	0.84437
3.67000	0.85354
3.68000	0.90291
3.69000	0.91793
3.70000	0.88801
3.71000	0.85584
3.72000	0.88877
3.73000	0.94595
3.74000	0.97319
3.75000	0.98070
3.76000	0.98670
3.77000	0.99604
3.78000	0.99999
3.79000	0.99486
3.80000	0.97493
3.81000	0.94268
3.82000	0.93272
3.83000	0.94291
3.84000	0.93425
3.85000	0.88504
3.86000	0.82688
3.87000	0.84478
3.88000	0.90360
3.89000	0.92599
3.90000	0.90772
3.91000	0.88883
3.92000	0.92057
3.93000	0.96670
3.94000	0.98839
3.95000	0.99607
3.96000	0.99960
3.97000	0.99927
3.98000	0.99484
3.99000	0.98291
4.00000	0.95042
4.01000	0.90486
4.02000	0.89934
4.03000	0.92341
4.04000	0.92223
4.05000	0.87619
4.06000	0.82364
4.07000	0.84915
4.08000	0.91265
4.09000	0.94000
4.10000	0.93330
4.11000	0.92678
4.12000	0.95336
4.13000	0.98477
4.14000	0.99784
